group,CD252,CD47,CD3,CD8,CD34,CD7,CD49f,Podoplanin,CD5,TCR,CD103,KLRG1,CD27,CD1d,CD66b,CD58,CD11a,IgA,CD244,CD54,CD83,CD226,CD29,CD18,CD38,CD15,CD22,CD26,CD207,CD49d,CD73,CD158f,CD337,CD307d,Ig-light-chain-2,CD101,CD88,CD224,CD258
progressive,0.419203753477367,0.132930431292282,0.0844130630618697,0.0052837366866202,0.227701461274005,-0.279039856628813,0.155285961457545,0.101832917820925,-0.105768817994021,0.109612875384864,0.0325293037732401,0.159977152783365,-0.450098341250328,0.21950988659362,0.0868780718869624,0.174662759296295,0.198389362325645,0.132149301697903,0.309844768951097,-0.114183211110284,0.205559750553864,0.350549642025601,0.117904626858464,0.0711708913822104,0.264936314087446,0.0603336971079124,-0.416053448799721,-0.0464408750774,0.0515192602187431,0.196518958959509,-0.0989106598559804,0.124078686733414,0.0904202238155742,0.140328597621339,0.0886448530234825,0.15190847560683,0.155227633110749,0.192614524461015,0.148966150676763
progressive,-0.197146165168671,-0.0749498246234025,0.006676145676299,-0.106251673395421,0.0022074462771325,-0.173275332081832,0.0722651682231779,-0.268046753631452,-0.0889121307545449,-0.176674071920036,-0.415101895663608,0.038132620970717,-0.300369970188017,-0.222478720466438,0.206668696113508,-0.232305370535311,0.18893403487844,-0.0736133129455711,0.15477581715458,-0.104115640657853,-0.548678075158892,-0.282739057876505,0.0752575530077704,0.413672455472824,-0.0009669434145558,0.142147779368646,0.0116137262314696,-0.185396895754421,0.014158968484016,0.154096019502625,-0.432356483353194,-0.155625024214474,-0.164202827930964,-0.163206085406357,-0.09984500037401,-0.0071270877399651,-0.0163572403676158,-0.102601849069722,-0.242049676617072
progressive,0.150387571361628,0.447510043562948,0.418569684330708,0.0394710749059606,-0.055593739940493,-0.0802282655279837,0.199800794419598,0.105297483429847,0.107979690945374,0.2096842724696,-0.117223614273495,0.151826534250342,0.244464412230729,0.0663146216216801,0.198827135246396,0.180621157703207,0.208661727032913,0.204828521272413,0.182855022444944,0.203904513800619,0.0069953741342387,0.183876910673059,0.368776987586532,0.20014754200844,0.481235035176624,0.251610220409138,-0.150357190916155,0.121013635954862,0.442823951014017,0.242074772202378,0.153297040968888,0.177181217817354,0.112989404893529,0.0788166138849127,0.203458282431508,-0.0034432481029781,0.203896671068888,0.259092428634808,0.155925066290227
progressive,-0.254089014895509,-0.0144392076527637,0.260720643325322,0.228930294749541,-0.0182098951860641,-0.0225976511497372,-0.0677869008133769,-0.0636131045378619,0.0591453427340615,-0.148573579433824,-0.1124385123616,0.276937975879544,-0.0067094351900743,0.0099437995310103,-0.265523802171971,-0.0592196995989979,0.480111128970056,0.0610723258500716,0.451993129051253,0.0849837066321529,-0.0668006553539168,0.025678083195629,-0.0513089214280829,0.229339617855668,0.300280245717964,-0.21988482679771,0.125698352133112,-0.0461435634066369,-0.0787983263953777,0.358767364976395,-0.200756215284312,0.0186733743324451,0.0132924072270155,-0.124066955603326,-0.168270609836177,-0.0995195306645872,-0.202845801173791,-0.192893852611876,-0.0987535180826008
stable,-0.0087898734208259,0.171471137987312,0.0590916678525094,0.277513625186161,0.202006668082865,-0.0152151614684812,0.226512710205085,0.145618214780156,0.031793764064837,0.169207655559996,0.156557570400317,0.315167225992686,-0.0207481521736191,0.281724694500154,0.131106182825689,0.0431240620863204,0.426371076444145,0.158013609768525,0.13928226930825,0.204764079874037,0.119233446672369,0.328739188219613,0.301740164709195,0.123744826158301,-0.0664264618261967,0.0474848181204371,0.0630140619358216,0.0199667328389258,-0.117318093155182,0.191822931996601,0.0899737548665308,0.183542011994171,0.130523232026661,0.225827490955108,0.162959837336955,0.138309664701083,0.171558602008605,0.195175444637738,0.222893807615349
stable,-0.0600769788225471,-0.207563598538111,-0.0430973528883665,-0.0788094707711168,0.110401587626955,-0.332706246724495,-0.188200187831977,0.0620141254344337,-0.26176567063617,0.0889947280938697,-0.198585865197678,0.17219049265122,-0.115662224941693,-0.0115489508706097,-0.150643357241807,0.0720879377081668,0.277344238253903,-0.114447576429987,0.106675453304843,0.102407259230832,-0.179290863055845,-0.121875528881738,0.112841585605661,0.145661352188455,-0.0341892980314143,0.102114360269016,0.0649875383764839,-0.152082415126351,0.0716805013870493,0.267403937686579,-0.325506047409032,-0.138312257299355,0.0132575399274888,0.0369369974743222,-0.135369893931122,0.112537437701144,0.118352334782971,-0.0141181501828022,-0.0567793851830405
stable,-0.126735057874483,0.0611769835894835,-0.15080117645838,0.155630364961442,0.40715682954965,-0.0602049956860279,-0.0280434881906434,0.035958989236015,-0.0831442316582401,-0.0743554372567492,0.06476392125946,0.331741755571409,-0.18922955811454,0.101349419370106,0.167014583561377,0.134632198142729,0.214268808509968,-0.0144569443296994,0.0041836101552513,0.17520993306816,-0.18437774761784,-0.0334935785164951,0.0503939454913209,0.184942558653228,-0.0630816864626899,0.0183358819843262,-0.0194104387030129,-0.217022543784253,-0.0599138211429827,0.197324626582377,-0.266791330041347,0.176555110426797,0.11607355214115,0.0571698812418046,0.0641600417760967,0.0468078867528696,0.0602833429629064,0.090633535048799,0.0235282192633284
stable,0.0769404112887379,0.0270778544785672,0.0006187709656045,0.095415628080163,-0.027060669163985,0.0715660601289679,0.0801440975861186,-0.0518356475331826,-0.103357428477378,0.0234242855005887,-0.243004123984094,0.076132691012572,-0.0954826075247976,-0.127454673625749,0.0846128141121139,0.174926141478088,0.0988648184297678,0.0027371552090306,-0.0655413609445429,0.238615105745743,0.03475670072628,0.182378728483578,0.068374014392638,0.145081342214936,-0.0544529413042484,0.0604812553050063,0.0717757024062391,0.214383825706532,-0.0661763854715645,-0.090022201062388,-0.0769148599752108,-0.0245105263109822,0.0273830702879894,0.0146944649268134,0.0199251575694276,-0.0698506690014638,0.0972917786059932,0.071288495500846,0.0558552162422891
stable,0.153658282269799,-0.0062136376085502,-0.0325121035455489,0.0211717185642149,0.21165532195289,-0.180750904926613,0.202501466406596,-0.0232715599961836,0.0173123183648398,0.0602387596515621,0.0421779298493432,0.500677768693869,-0.304051305016137,0.0201450260814588,-0.120448730538658,0.0978520850714528,0.55521042068069,0.133630007964999,0.202538289268472,0.353735153650678,-0.127788937024885,0.0568255000859842,0.32026831043517,0.33650019569966,0.0219206138801946,-0.0742695334175273,0.149012512107215,-0.206217736080684,-0.0058135830313337,0.401757376503431,-0.272749189071784,0.135232729141559,-0.047353387877208,0.183983896646591,-0.0339935084179033,-0.0140520459510474,0.176440782550393,0.154611670965143,0.0005966671744778
stable,0.0121207548946916,-0.0343197473040986,0.0939008265665837,0.0090012728123414,0.0224340486704801,-0.262288363844028,-0.0663790909687747,0.0238755393852422,-0.2367795544178,-0.0058763803089559,0.078547041864975,0.440154533889478,-0.193672349912297,-0.221688857708536,-0.171380415866577,-0.0710721851726954,0.57541304657087,-0.107759101075283,0.323334599464252,0.429305937910789,0.0562831524498565,-0.0956053908501228,0.117989661359865,0.248337906623214,-0.0134834748253128,-0.117206282719182,0.0431066123325654,-0.0889579935219101,-0.219702231171638,0.223302704100896,-0.142149813798852,-0.0450588702130461,-0.0050546064457563,-0.140063845143794,-0.171512755831339,-0.0155551407281292,-0.100614609116925,0.0100160349847248,-0.0174687274443071
stable,0.0765718200101067,-0.0382727401059067,-0.159062170532716,-0.147016485719391,-0.0710194495995951,0.0719591210009872,-0.0058662438966019,-0.0565227952348915,0.2716046703805,-0.0210851033856306,-0.0586050705899515,-0.33099359663379,0.154132160280184,0.0371867401042065,-0.0463210810444945,-0.0098311822063653,-0.309314420339599,-0.107973381180014,-0.304846831720606,-0.0727439510865403,-0.0543787533485676,-0.151715305006888,-0.094219134982223,-0.120261551059165,0.000493545138035,0.15712624321345,-0.148993154869559,-0.0088228585722972,-0.122511906895539,-0.216355851132832,0.0892440324619823,-0.0579221844565305,-0.0344520346865412,0.0072289516847338,-0.101358494019309,0.0514772299312765,0.0032522887678072,-0.0882860727584484,-0.138151899579277
stable,-0.380351046921632,-0.283229809619196,-0.236223523445038,-0.451397833848457,-0.227154962728674,-0.555219212676231,-0.411649026444942,-0.461545116940514,-0.410268360595739,-0.43439674441465,-0.174678909701675,-0.0180835039053021,-0.388973235268983,-0.427816626784719,-0.420454108479552,-0.436612081037478,-0.176666669181063,-0.428033894926324,-0.156531995135997,-0.156340177290678,-0.241028391434334,-0.513635771866997,-0.483741335460066,-0.104537533824355,-0.158891738287905,-0.414623920457776,-0.125820831910238,-0.507277343121515,-0.116569259537066,-0.24674648162125,-0.449476373169009,-0.466589598488489,-0.421582242457422,-0.404402782716459,-0.40911729886841,-0.511067658418702,-0.446677103504746,-0.400332826254957,-0.40423481096073
stable,-0.265001328882078,-0.152376800015547,-0.0483831726263035,-0.253633245892299,-0.236202536450926,-0.497226092040234,-0.280823657774733,-0.286622100553912,-0.237599578246073,-0.294856795941784,-0.241557444141856,0.142779953506689,-0.123373242197324,-0.305801192354137,-0.158944889155559,-0.307087446643624,0.087776401052252,-0.245695072913971,0.0360773279245896,-0.114761789627179,-0.27414202690753,-0.359376664904282,-0.156276506931495,-0.0335419425612532,-0.148899506246538,-0.174292560344124,-0.0752571018611873,-0.340830398452879,-0.125149671678997,-0.0739030348496354,-0.408669595189983,-0.351575910186602,-0.287657976589846,-0.225450883400697,-0.214307047515213,-0.287086450343162,-0.214421991326664,-0.214120628883242,-0.331405437785336
stable,-0.002820104444623,-0.0124423027906723,-0.0045710335508698,-0.271507340455291,0.0434481820637127,-0.326923279982812,-0.0009499976230677,0.145479051799023,-0.405230541466989,0.0825178131150839,0.0302850893963781,0.541567525704445,-0.431469530593248,0.164104925429963,0.16073061586419,0.215231328447392,0.453860233571112,0.223391986628067,0.370017391225233,0.4496808055114,0.133960980383474,0.151622662110133,0.2976935560215,0.277337369003748,0.0900596283161593,0.170587583129472,0.0596173657427799,-0.129838463576425,0.221015438800838,0.181039903795905,-0.403637890991317,0.150936311795254,0.204475615530705,0.150904158734161,0.193073490271503,0.0182475587478485,0.194514487900677,0.192871961444933,0.117700315220207
