group,AHR,AR,ARNTL,BCL6,BHLHE40,CDX2,CLOCK,CREB3,ELF1,ELK4,EOMES,EPAS1,ESRRA,ETS2,ETV6,FOSL2,FOXD2,FOXH1,FOXK1,GMEB1,HES1,HEY1,HIF1A,IKZF1,IRF2,JUN,JUNB,JUND,KLF3,MBD2,MEF2A,MXI1,NFAT5,NFATC1,NFIC,NR2C2,NRF1,PRDM1,RFX3,RFX5,SREBF1,SRF,STAT2,STAT4,TAL1,TFAP2A,TFDP1,THAP1,TP53,VDR,YY1,ZBTB33,ZNF143,ZNF217,ZNF250,ZNF263,ZNF76
healthy,0.0017077894986037,-0.0621747552296719,0.021466662323207,-0.003832639169498,0.183507770132534,-0.0324298799280541,0.0180907759492934,-0.0759703866597822,0.25057377830006,-0.036466159512712,-0.0713020451933253,-0.0850333918313618,-0.0372910757707323,-0.0003578088650548,0.0328433447540319,-0.0556129605810157,0.0268336514851769,0.0399405583755977,0.0284048178238923,0.0350002649140368,0.0492457460748109,-0.143540318566517,0.0157172721274024,0.0070598220199121,-0.137410253103108,0.0274714659210765,-0.0283215496032867,0.0842744861316455,0.113820610689089,0.107381776884332,0.0216099009203109,0.0133155807904186,0.0070730528943434,-0.0292153526966612,0.0178368006857537,-0.0258084025306046,-0.32472664549177,0.0674420813918496,0.013535615984765,0.0507582363617006,0.0042131706232501,0.0004931377002705,-0.0184170895806477,0.0641153793554958,0.151587422683937,-0.303125804844168,-0.0314315241639019,0.0078161390702832,0.0879031972582787,0.0211705496008807,0.0237960152923762,0.0680928390744754,0.176671291025577,0.0600297716194256,-0.0537540227234197,-0.0172051702455122,-0.0813746236095532
healthy,-0.0780802230475152,0.0006683599781898,0.0775389896811352,-0.0099744822248593,-0.0220249092869721,0.0192101470687565,0.0106446258502038,0.0014910822590116,-0.0525654911967364,0.123104467434998,-0.0357900425350715,-0.0969281160553885,-0.0836144058652526,-0.0389769924595598,-0.004907675084581,0.0531238863216944,-0.0228547060334749,0.0724230086580649,0.082673962872223,0.0160788709846687,-0.0434491971056731,0.0584220398462914,0.080209557053533,0.0046475364933837,-0.0201752404662829,0.0733268033803435,0.0816738912855512,0.0380094741035422,-0.002593516487447,-0.0297375265099286,-0.0588284976271086,0.0582409027953601,0.0043438488542418,0.031419632702976,-0.10037631350526,-0.112773643238138,-0.0791864583816847,0.0082065471979426,-0.0656340601284924,-0.0261237571696889,-0.0252305574451155,0.0472214638705999,-0.104790312467259,-0.0303924122697253,-0.0305979458727495,0.0763978362807581,0.0303217076948754,-0.0051969866612628,0.0461940430275566,0.0429079236573344,0.113990999122011,0.0202592722923447,0.0498359565830119,-0.0475573707240749,0.071216661952136,0.0974078102547696,-0.187294755376198
healthy,0.0549451628094501,-0.0866968287835063,-0.0233897918327861,0.0409637665764282,0.223592430964765,-0.120293874881966,-0.0091124808055966,-0.267903561382779,-0.0867210874623224,-0.153887830866434,-0.045733353242745,-0.0955121621732877,-0.114436054498203,0.0471028729321652,0.0805726080461395,0.0233710970711297,0.0782628890752099,-0.0278940395696956,0.0569288875940598,-0.0396935328487537,-0.0294946501384373,-0.0027884127237278,0.0340567026946993,-0.0699966372702326,-0.204911159667501,0.106732109281125,0.106726006091994,0.116005918004733,0.248352949429002,0.0787268170478537,0.0954124995771496,0.0115835020149207,-0.0048717059458776,-0.098091157614999,-0.225312023761998,-0.0115987899473008,-0.0260156440168542,0.291683640604633,0.0317554579975974,0.0242382806397594,-0.0417145786776959,-0.0383809962309208,-0.0864993182842115,-0.0969381941413048,-0.212198341809704,-0.10972809891427,-0.0853848999166247,-0.0742465883133287,-0.0227860041024939,-0.0667575044572106,0.177085034126643,0.0145150529274848,-0.0906601011349198,-0.102681218074255,0.196668875505673,-0.221473032200186,-0.103486368246491
healthy,-0.248779547334984,-0.293567069931321,0.0515707811569056,-0.283886233440896,0.0871974612148064,-0.0808293630323945,-0.075473518518139,-0.136837070648711,0.0246956241182255,0.111069799858499,-0.0891333712525877,-0.0694575650649573,-0.0484354999564692,0.100087331234624,0.0198877178001923,-0.0537219891928816,0.125620587026982,-0.0337516068317779,0.200590085357919,0.121695201681003,-0.0282106661539827,0.0003466320084327,0.046986953813766,-0.0221042384520931,0.0421984470227297,-0.125087060657987,-0.025920905068629,0.128141094854289,0.326727529336245,0.147059597585122,-0.189320154595504,0.106309447320107,0.109474287204439,-0.0134927779177067,-0.118143132537223,0.0810596503809481,-0.114311752206368,0.13124357536598,0.0126147458754442,0.073758773588544,0.0198433010211951,0.181658850867148,0.212932988470416,-0.060490429034925,0.0385927863574818,-0.0090585815676426,0.087436975807933,0.0305227800096177,0.0064128956016546,0.0451875229923005,0.348616955434595,0.112164271819693,0.0688881403831504,-0.0277296418878218,0.0254991031744644,0.0205189768336114,-0.0629749204196883
healthy,0.0989028430443859,-0.321933103113652,0.150824082721005,0.116046914219444,-0.13096433955987,-0.167486939105245,-0.244738847361909,-0.305330639039925,0.100086380766734,0.36532608579849,0.0030885187216401,0.0043750031817941,0.103132286767346,0.188497983552711,0.254001547133764,-0.116945570453879,0.340328915682198,-0.0891483190217568,0.326563899209087,0.0716898697283602,-0.306515226049522,-0.213056784774158,-0.0856785009728309,0.0931730934375622,0.17846440741577,0.052984517421565,-0.133777828434983,0.309375816263337,0.0796640447593013,-0.0276322218654583,-0.313272052991225,-0.133946821975696,-0.409516177029622,-0.0635576603790776,-0.397862851143719,-0.100969297692444,-0.14170332819635,0.324335154799959,0.0853937943661251,0.182855324787496,-0.0291216851144227,0.196626170634209,0.251994144040291,-0.16404242053775,-0.311579261191034,0.0935633700001944,-0.0846588852361617,-0.247408234121588,-0.105655356249624,0.0174473151898174,0.25537214945499,-0.164321530945799,-0.228683178532019,0.195895866709391,0.0980968738502182,0.0141079585220971,0.0887264472542034
moderate,-0.149528691877267,0.184751207242617,-0.0591344255073041,0.393301105355682,-0.0378265586099757,-0.303789949303462,0.0718829154788194,0.224898760918455,0.0406457184704617,0.102112460970778,-0.267548460494563,0.110343502009226,-0.116887575902242,-0.23682075020798,-0.0443819544301421,0.257800281217943,-0.145611305083178,0.1502080075063,0.204270209650159,-0.183132171660089,-0.204236243868707,0.238654902406369,0.387277840111592,-0.129975723688273,-0.107501698294438,0.205006134914944,-0.106301574016481,0.312575764772286,0.0870995855691538,0.300483946575503,-0.0088424251045767,0.0917415757008778,0.205979820649891,-0.0169942126529702,0.100595322732605,-0.151113761678343,-0.299204568807491,-0.176656029329976,-0.109267918929924,-0.0499636645153615,-0.342533584012632,-0.0635839428774688,0.292649172987325,-0.158959857193672,0.320987956645142,-0.164620820768945,0.0635952648046194,0.153344181327001,-0.0989309994414748,0.0317693275844333,0.0258139939032459,-0.0523752349984279,0.198190334770316,0.0879260862511437,-0.215558171019254,-0.167055035106313,-0.17756178350202
moderate,0.129541181761283,-0.0201052059946157,0.0913584613490578,-0.0384600813356334,-0.0407514063607746,-0.117143352070392,-0.288122294566984,-0.083967670096533,0.0472948750188327,-0.0735299803952893,0.36859546908674,0.0809970483253874,0.0821056195099972,0.0331435736418654,0.129547618938954,-0.13611383099884,-0.0856252433465949,0.114404623808086,0.124435646748928,0.264406355404831,0.122728165982833,-0.0526918668225669,-0.158542063179714,0.0223845873407062,0.102068315697759,0.091696393787651,-0.301220109162236,0.15804279412849,0.0881090826400699,-0.0511826782734375,-0.243274070568219,-0.0521030783457318,0.0492081128012998,-0.0124263704304413,-0.243248399413896,-0.0317871323387764,-0.181075073999531,0.103002501412594,0.0111808734967154,0.142892586256378,0.074381103251272,-0.476371758192605,-0.311368028922876,0.128631755913571,-0.188967848775791,-0.0819450390718522,-0.152856367835291,-0.108672220147377,-0.0335953200350482,-0.0900674970007642,0.202967352972097,-0.45210894976483,-0.149219091004409,0.103288315978966,0.305379359667991,0.0845907578724599,0.0276415123628466
moderate,-0.0363601838035968,-0.0056124123607065,0.0408138550451056,-0.150445494017251,0.0745309495723497,-0.0968372253675672,0.052132068503103,-0.0972585715297744,-0.0786355098992442,0.0728587270944487,0.0811493278539825,0.118343742586397,0.0133387633879576,-0.0882473419119322,0.173286561352674,-0.0984312582824554,0.0166603312371467,-0.21979274193912,-0.0980099121202482,0.13257612336486,0.0732609567703081,0.10658287278469,-0.0470367414288539,-0.0587484097820922,-0.0878679893426858,0.0828143424763753,0.030477633553844,0.0189362899601146,-0.0578732821078908,-0.200736582208054,0.0811869340566339,0.0364255245807037,-0.112904005372865,0.197685308940422,0.0113984400236539,0.0754377291337828,-0.0590818514456017,-0.0341689957291057,-0.051261484911722,-0.0082857432916913,-0.0660538847246691,0.0433853358439094,-0.027166564102895,-0.0628399646305697,-0.162742252206741,-0.074820830717788,0.0810123785993268,-0.0540622068541886,0.116802985125265,0.0548665095133965,0.0254919912373283,-0.0957646651294457,0.0744797111212371,-0.0721794650590569,0.0506179487688491,-0.0706598610869163,-0.0544473570463439
severe,0.104500645983779,-0.0828160593852585,0.0857577746418764,0.0958777449282278,0.059281477935512,-0.100342884250937,-0.353754651875154,0.104195560118719,-0.0333245433637516,-0.0337742943573138,-0.0555436747737289,0.0072747939372687,-0.112247248765887,-0.0567141732193946,-0.0219859484107674,-0.161376385802135,0.0752768576982714,0.0390971116894024,0.06930834690154,-0.0429606732500223,0.121272061059634,0.1024048636469,-0.138054934759529,-0.149321913312264,-0.116383812044255,0.128465785231821,0.242868114713993,0.234498735715323,0.0487787896062313,0.127740740795703,-0.179585285263783,-0.0384184746806452,-0.020852976958832,-0.119456442080528,0.0068923623599403,0.0614643458150941,-0.152430924479863,0.14275955932467,0.123787801967572,-0.0577087817860493,-0.157300553231178,-0.147035631350723,-0.0557298774143757,-0.159457352741069,0.0129132963616539,0.0422708640828263,-0.180431504649122,0.0304109017360311,-0.0723405852880723,0.0972811399075025,0.0044972234700209,-0.0869755399117063,0.0992700705752109,-0.31608499827551,0.0221412127665067,-0.0965844555658825,-0.0441059627228004
severe,-0.191764059562902,0.237793254198732,0.30357927210291,0.232118421983356,0.267557830006447,0.27080752024944,-0.168240182430786,0.241301626252113,0.3380001204976,0.11259125797117,0.203792763745922,-0.430705214295229,0.274606909339507,-0.349689304804486,0.334216899020682,-0.189371252816817,-0.18869221306455,0.147319291015695,0.208077181230465,0.366697633837466,-0.176000636742412,-0.375363474485448,0.205296351768799,0.417172922089331,-0.469539821079656,-0.367991042889403,-0.10450745139656,-0.202014326299508,-0.213832851511588,0.154077353312069,0.0195789795237058,-0.345178540735853,0.28220568751964,-0.110764317685308,0.200203553626795,-0.32947978836796,-0.312616967853324,0.309367277610331,-0.336060006919693,-0.339422870454731,-0.272068594075079,-0.228286697666991,0.305325374323025,0.179314997438002,0.15676117709484,-0.13768339357876,0.129066055770226,0.157569557752301,0.335623481364664,-0.161191103097726,0.0427633367796877,-0.189468258495713,-0.126624746184693,-0.298049948405876,0.23058249873418,0.312649303079622,0.198586792311873
severe,0.39870624809513,0.130685836923472,-0.221152262817118,0.115480937631709,-0.0334616780112644,0.153792924019199,0.0870330615374416,0.248346688432136,-0.128669416587288,-0.0614190734832165,0.0772779469380665,-0.0031063772746613,-0.307313358803778,-0.0760789943057411,-0.141585406308249,-0.222078726214824,0.0744440588980246,0.147852658704495,0.181532328103455,-0.0908479108221135,-0.145182264205225,-0.0814197833042817,0.137171080707414,-0.237392621200436,-0.220770777888651,0.0911204000567329,-0.206001861372279,-0.055097323240046,-0.0050682997639211,0.200007098210652,0.432058930412547,0.0837631907220086,-0.189924996529733,-0.383228859568747,-0.367860466736212,-0.124309588833378,0.0877415335474521,0.186491632173529,-0.103382415614607,-0.130304351995005,-0.0995130684830109,0.0819647617735205,-0.1793524142265,-0.0682313043487019,-0.0379849993059467,-0.248946164748299,-0.102237960829205,-0.324589176278649,0.192159408253613,-0.311509693016917,-0.0412548701213797,0.142893354634422,-0.420941369640075,-0.0227256021672593,-0.0997855577176303,-0.0417453507436946,0.26060870399001
severe,0.0504393022798728,-0.232381460085444,-0.134603268161399,-0.165738838029445,0.323530108647769,-0.185880394450556,-0.224949131802109,-0.196384401771698,0.175237578011228,-0.177044382425714,-0.0623444203493208,-0.0610671997757897,0.160137376616326,0.266564050219547,0.195720006338475,-0.371428199161931,0.145100528277194,-0.342019604661802,0.256846561644118,0.184193471642038,0.174156942952568,0.028729445766835,-0.0937237509552206,0.0599621378460539,0.185191207730911,-0.303899285855621,0.124184556117016,0.225806998655427,0.262447537170108,-0.0944326713179992,-0.185100446223961,-0.20921505751994,-0.155982809770447,-0.24942752899947,-0.136615779517297,-0.147264316173268,-0.186017911550695,0.298001863967046,0.191622376629697,0.224911574935685,0.157338379643383,0.150644831695426,0.236471547500847,-0.406535609187025,0.136709522604351,0.153294970520944,0.418505482759181,-0.203210618991403,-0.182332369340987,-0.20308989812585,0.243535142668405,-0.095713657516773,0.194345983797561,0.19505764279688,0.22340903524939,0.214140528466098,-0.335722584781927
